NOMBRE,ID_PERSONA,EDAD,CAMARA_COMERCIO,SUPERINTENDENCIA_TURISMO,MIEMBRO_COMUNIDAD
PleasantStonewall,4180,39,F,T,T
MontTheodore,4181,68,F,F,F
CharleyAmos,4182,36,F,T,T
WebsterDelmer,4183,70,F,T,F
JohnMelville,4184,56,F,F,T
IgnatiusHubert,4185,44,T,T,T
AlbertoAndres,4186,80,T,T,T
WinstonTracy,4187,94,T,T,F
GreenCharles,4188,66,T,F,T
RoscoeEnnis,4189,61,T,F,T
AudleyGeo,4190,45,F,T,F
AmmonStephen,4191,95,F,T,F
SarahBirt,4192,54,F,F,T
EdwinRalph,4193,89,F,F,F
ConnieDuane,4194,39,F,T,T
CarlosGraham,4195,44,T,T,T
OscarAlcide,4196,90,T,F,F
DenisDewey,4197,37,F,T,F
HermannRogers,4198,81,T,T,T
JimFoster,4199,43,F,T,F
JaredBenjamine,4200,38,T,T,T
PeterMarcus,4201,73,F,T,T
SethCyrus,4202,77,F,T,F
ChasAnnie,4203,61,F,T,T
HarleyTheo,4204,36,F,T,T
SolHiram,4205,93,T,F,F
ValentineJim,4206,91,F,T,F
SolGeo,4207,39,T,F,F
WilburWashington,4208,21,F,F,F
LeighAugust,4209,42,F,F,F
TimMarlin,4210,20,F,T,F
ClareRoswell,4211,50,F,T,F
LuciousHazel,4212,23,T,T,T
EllsworthIsrael,4213,77,F,F,F
RoderickHouston,4214,38,T,F,T
RobtRudolf,4215,19,T,T,F
CiceroKeith,4216,31,T,F,F
GreenBallard,4217,92,T,T,T
GaryAnton,4218,18,T,F,T
ThadDan,4219,65,T,F,T
ChesterBenjiman,4220,66,F,T,F
PercyTaylor,4221,35,F,F,F
GrantPierce,4222,90,F,F,T
AugustusHouston,4223,84,T,F,T
RollaManuel,4224,78,F,F,T
BasilTony,4225,32,F,F,T
LucienMahlon,4226,36,T,T,F
ErvinJosh,4227,48,F,F,T
BartholomewOtho,4228,44,T,F,T
RudolphCyrus,4229,83,F,T,T
LittleLafayette,4230,46,F,F,F
ParkEmory,4231,66,F,F,F
RansomGarnett,4232,97,F,T,F
FrancesHilliard,4233,29,T,T,F
OthoWade,4234,68,T,F,F
CharlesWillard,4235,95,F,T,F
BethelChalmer,4236,60,T,T,F
NickLuis,4237,93,T,T,F
ElamWalker,4238,45,F,F,F
VincentAlvah,4239,87,T,F,T
RafaelLuke,4240,40,T,T,F
CollinsElgin,4241,53,T,F,T
JonnieOtho,4242,34,T,F,T
ChristianHouston,4243,46,F,F,T
OrlandKirby,4244,44,F,F,T
GeoRiley,4245,82,F,T,T
BarneyBeverly,4246,28,T,T,T
CorneliusArthur,4247,45,T,F,F
ArnoldHugo,4248,73,T,F,T
MerlFurman,4249,58,T,T,T
NelsPrice,4250,43,T,T,T
NewtLou,4251,51,F,T,T
JosephTollie,4252,31,F,F,T
MiloAuther,4253,21,T,T,F
EddieClare,4254,93,F,T,F
LewHosie,4255,90,F,T,T
CassieElwin,4256,46,T,T,T
AltonRoger,4257,56,F,F,F
IraIrwin,4258,44,T,F,T
TroyBessie,4259,90,F,T,T
FlorenceMurphy,4260,98,F,F,T
LandonHosea,4261,67,F,T,F
RayBenjamin,4262,37,F,F,F
BradleyReuben,4263,48,T,F,T
JudgeOris,4264,95,F,F,T
WaldoMelvin,4265,56,F,F,F
EstherLyman,4266,72,T,T,T
JimmyAddison,4267,55,T,F,T
BobCarol,4268,23,T,F,T
CoraAl,4269,20,F,F,T
GustaveDavid,4270,80,F,F,F
EllaSullivan,4271,90,T,F,F
GrayNelson,4272,25,T,T,F
ElmoreBirt,4273,25,F,T,F
GlennLennie,4274,67,T,T,F
CliffordBeverly,4275,57,F,T,F
ReubenChristian,4276,94,T,T,F
AshbyGordon,4277,96,F,T,T
BessieHosea,4278,24,F,F,F
IssacClayton,4279,23,F,F,T
ShafterWarner,4280,88,F,T,T
LawrenceAshley,4281,20,F,T,F
DelmarEvans,4282,34,F,T,F
ElvaMose,4283,63,T,F,T
ClarkCaesar,4284,51,T,T,F
IsrealGeorge,4285,37,F,T,F
BenjaminAllison,4286,44,F,F,F
FosterPles,4287,34,F,F,T
MarcellusJasper,4288,61,F,T,F
RolandAnson,4289,41,T,T,F
MaynardNewman,4290,95,F,F,F
EvanCary,4291,59,T,F,T
AlmaLemon,4292,30,T,F,T
LewisJimmy,4293,56,T,T,T
StevenLacy,4294,46,T,F,F
PrinceWilbur,4295,81,T,F,F
GeneralJonah,4296,92,F,T,T
GarlandHal,4297,55,F,F,T
JohnsonElvin,4298,90,F,F,F
AronRoy,4299,49,F,T,F
PhilipVaughn,4300,96,T,T,T
MervinEvert,4301,82,F,T,F
OthoBertha,4302,34,F,F,T
HughieOtto,4303,90,F,T,F
AlfonsoAnthony,4304,35,F,T,F
HurleyKenneth,4305,97,T,F,F
AllenLenard,4306,49,T,F,F
BostonGrady,4307,48,F,T,T
CareyVerner,4308,30,F,F,T
OsieGuadalupe,4309,82,T,F,F
LevyLouie,4310,46,T,F,T
ColumbusLem,4311,83,F,T,T
EligahMary,4312,75,F,F,T
HumphreyCollie,4313,20,T,T,T
JackMat,4314,56,T,T,F
MinnieJay,4315,27,F,T,F
TheronWalton,4316,63,T,F,T
MerlinBryon,4317,76,F,F,T
EdwardFrank,4318,37,T,T,F
IsomEdison,4319,63,F,F,F
GarnerAdolphus,4320,32,T,T,T
ParkerTurner,4321,40,T,F,T
BurlHenry,4322,87,F,F,T
FredAngus,4323,57,T,T,F
RutherfordLoyal,4324,41,T,T,T
VernonFreddie,4325,76,F,T,F
LutherJohnny,4326,48,T,F,F
CarltonClarance,4327,74,F,F,F
LaurenceDallas,4328,82,T,F,T
DockWaldo,4329,95,F,T,T
MarionCleve,4330,35,T,F,F
AlbertoAaron,4331,74,F,F,T
EberLonnie,4332,71,T,T,T
RodneyWinfield,4333,19,F,T,F
ChrisCora,4334,52,T,T,F
HomerSpencer,4335,26,T,F,F
LowellBarney,4336,61,T,T,F
BartholomewIvan,4337,71,T,F,T
EllsworthWatson,4338,35,F,T,F
CurtisTony,4339,58,T,T,T
WiltonSampson,4340,99,T,F,T
ButlerMortimer,4341,67,T,F,F
RaleighStewart,4342,32,T,F,F
DennisStarling,4343,95,T,T,F
ObieVirgil,4344,59,F,T,T
ManuelSherman,4345,23,T,F,T
OrenEllsworth,4346,39,F,T,T
NewtFletcher,4347,93,T,F,F
RubenWillis,4348,57,T,T,F
ElwinAlver,4349,31,T,T,T
ListonBrady,4350,29,F,T,F
EllieLonnie,4351,70,T,T,F
ChesterGail,4352,59,F,T,F
NoraRobin,4353,83,F,F,T
WilberLevi,4354,35,F,F,T
EsauClaire,4355,37,T,T,T
EarnestEric,4356,95,F,F,T
MarieRube,4357,94,T,T,T
ClemEmery,4358,55,T,T,F
WilliamForest,4359,29,F,F,F
WoodErnie,4360,76,T,F,F
GussBert,4361,19,T,T,T
AlvahBarney,4362,68,F,F,T
MarvinRaymond,4363,84,T,T,T
MajorSeward,4364,50,F,F,T
LenNat,4365,32,F,F,F
MillardBailey,4366,48,T,F,F
BedfordLeland,4367,90,F,T,F
DowRoderick,4368,63,T,F,T
RaphaelGilbert,4369,37,T,F,T
ArmsteadMurray,4370,55,T,F,T
BerthaCharles,4371,95,F,T,T
TerryVolney,4372,38,F,F,T
LevyLouis,4373,49,T,T,F
OtisNellie,4374,90,F,T,T
RoderickJean,4375,86,T,T,F
WileyAubrey,4376,58,T,F,T
CarrollJustin,4377,52,T,F,T
EbenRalph,4378,62,T,T,F
ArnieThomas,4379,61,F,F,F
AnsonAlpha,4380,47,F,T,T
OrlandoMell,4381,23,T,T,T
LutherAbbie,4382,73,F,F,F
ValentineDock,4383,35,F,F,F
RoyClaire,4384,57,T,T,T
RusselNelson,4385,84,F,T,T
HilliardWiley,4386,61,T,F,T
AndrewJim,4387,75,T,T,F
EzekielJohnny,4388,30,F,F,F
CourtneyAdolfo,4389,94,T,T,T
JeffCornelius,4390,28,F,T,T
FlorenceSebastian,4391,32,T,F,T
HaskellSid,4392,29,T,F,F
ScottGraham,4393,74,F,F,F
FloydWellington,4394,60,F,T,F
WatsonRoscoe,4395,43,F,F,T
BaxterHarlie,4396,45,T,T,F
ArnoldIrwin,4397,46,F,F,F
WinfredOrson,4398,43,F,F,F
RayAlgie,4399,73,T,F,F
ScottSarah,4400,44,F,T,F
AgnesVance,4401,82,F,T,F
MatthewCharley,4402,56,F,F,F
JoseStewart,4403,29,T,T,F
PrestonIke,4404,18,F,F,F
DukeSpencer,4405,24,F,T,F
HortonRiley,4406,20,T,F,F
BernardoAmos,4407,30,T,T,F
StacyLudwig,4408,37,F,F,F
EssieEmmet,4409,20,T,F,T
WilfredElwin,4410,76,T,T,F
SolAl,4411,83,F,F,F
JustinWilburn,4412,92,T,F,F
HaywoodIrving,4413,21,F,T,T
BernieHenderson,4414,99,T,T,F
TheoPerry,4415,57,F,T,T
DaytonIsadore,4416,24,T,F,F
ElmerLillian,4417,93,T,F,T
MarionBurrell,4418,86,F,F,F
GrahamJulio,4419,43,T,T,T
LionelHollis,4420,87,T,F,T
DoraHartwell,4421,64,T,F,T
ClementCatherine,4422,82,F,T,F
MerrittLonzo,4423,29,T,T,T
BriceColeman,4424,19,F,F,T
DallasRoscoe,4425,43,T,F,F
GreenHudson,4426,60,F,F,F
BertrandMilo,4427,18,F,F,F
BertramBertram,4428,94,T,T,F
StanleyMarcellus,4429,91,T,F,T
AntonioSalvatore,4430,64,F,F,T
LenardDenis,4431,27,T,F,F
EdwardBlair,4432,61,F,T,T
RonaldHamp,4433,31,T,T,F
ClaraMonroe,4434,58,F,T,F
IsraelJules,4435,25,F,F,F
ColonelDavis,4436,85,F,F,T
GilesJefferson,4437,40,T,T,T
WmSylvanus,4438,29,T,F,T
AdamJustin,4439,64,F,F,T
MillardQuincy,4440,53,T,T,T
EltonCal,4441,32,T,F,T
FritzHarvy,4442,84,T,T,F
DanaLouise,4443,87,T,F,F
CasimerHolmes,4444,62,T,F,F
RalphManford,4445,28,T,T,F
OliveGlen,4446,50,F,F,F
JosephusTravis,4447,97,F,T,T
OthaJoe,4448,83,T,T,T
HaydenLindsey,4449,19,T,F,F
JoshJule,4450,72,T,T,T
DanLem,4451,73,F,F,T
HoytElzie,4452,92,F,F,F
ChinCornelius,4453,95,T,F,F
NatEmile,4454,68,F,T,T
BasilMartin,4455,72,F,F,T
ClareStephen,4456,64,T,T,T
BarryLacy,4457,45,F,T,F
AdrianEdward,4458,29,F,T,T
StanleyBoyd,4459,86,F,F,T
TonyClair,4460,47,F,F,F
SimonLenard,4461,67,T,T,T
DavisWoodie,4462,29,T,T,F
RowlandWill,4463,62,T,F,F
JackCyrus,4464,49,F,F,T
DonnieMurray,4465,72,T,F,F
FerdinandAb,4466,73,T,T,T
BeecherTruman,4467,86,F,F,T
NorrisEarnest,4468,45,T,F,T
BrunoAtlas,4469,41,T,T,T
JuniusEdd,4470,22,F,T,T
EliBryon,4471,80,F,T,F
HerschelNoel,4472,54,F,T,T
BradyLawson,4473,58,F,T,F
GaryElder,4474,23,F,F,F
PatKelly,4475,45,T,T,F
ShadeWaverly,4476,68,F,F,F
DominickClaud,4477,47,F,T,F
ClayAxel,4478,66,T,F,T
ArnoIrl,4479,84,T,F,F
SewardElisha,4480,61,F,T,F
AmosTheodore,4481,97,F,F,F
OtisMarsh,4482,92,T,T,T
DellTheron,4483,42,T,F,T
ElmoAlpha,4484,85,F,T,T
LeanderDuncan,4485,37,T,T,F
MiloBertrand,4486,85,F,T,T
WorthOscar,4487,67,F,T,F
MikeTommie,4488,56,T,F,F
WyattLester,4489,32,T,T,F
AubreySamuel,4490,95,F,F,T
IdaEzra,4491,26,T,T,T
EthelGarrett,4492,29,F,T,T
HaywardDexter,4493,50,T,F,T
AlviaMorton,4494,24,F,F,T
JasonPete,4495,89,F,T,F
StanfordJudson,4496,86,F,F,T
RuthElzie,4497,22,T,F,F
GabeHans,4498,39,T,F,T
GoldenFount,4499,35,F,F,T
PressJune,4500,96,F,F,T
EffieThos,4501,81,F,F,T
TheadoreElmer,4502,70,F,T,F
CorneliousElijah,4503,98,T,T,T
SilasRedmond,4504,64,F,T,T
AmosCato,4505,47,T,T,T
ColemanEmory,4506,58,T,T,T
PrinceEddie,4507,91,T,T,T
HazelHardy,4508,97,T,T,F
JakeElwin,4509,60,T,F,T
ParkEbb,4510,58,F,F,F
RoderickElwood,4511,62,F,F,T
RayPleas,4512,30,T,T,F
IsaiahChrist,4513,74,F,T,T
AlbertEnnis,4514,52,F,F,T
NathanJimmy,4515,60,T,T,T
RoscoeAngelo,4516,87,T,T,T
LemuelThaddeus,4517,18,F,T,T
ErasmusEmmitt,4518,50,T,F,F
BeverlyGay,4519,26,F,F,T
EddieColbert,4520,31,T,T,T
RufusSteward,4521,78,T,T,F
AbeConnie,4522,65,F,F,F
AndresWilmer,4523,38,T,F,F
FredrickOtis,4524,21,T,T,T
OlenFord,4525,60,F,F,T
WillardGalen,4526,38,T,F,F
AlfonsoRaymond,4527,75,F,F,T
FentonAnthony,4528,42,F,F,F
MertonAl,4529,33,F,F,T
SimEllsworth,4530,61,F,T,F
IrlLen,4531,63,F,F,F
NorrisElvis,4532,46,T,F,T
AntoineCarson,4533,45,T,F,F
IgnatiusBillie,4534,42,T,F,T
WeldonElmer,4535,20,F,F,T
FlemDennis,4536,19,F,F,T
EmmittFrances,4537,25,F,F,F
MervinTroy,4538,55,T,T,T
DaveFloyd,4539,68,T,F,F
OrvalAda,4540,36,T,F,F
ArmsteadAlfred,4541,36,T,T,F
HoraceCarlisle,4542,33,T,F,T
LemWilfrid,4543,58,T,T,F
WillardNewton,4544,93,F,T,T
IrvingAdrian,4545,86,T,T,T
StanleyHouston,4546,39,T,T,F
HowardLucien,4547,32,T,F,F
EmmettBernhard,4548,46,F,F,F
AlecBuster,4549,91,T,F,T
IrwinErick,4550,62,F,F,T
LenaCleve,4551,89,T,T,T
GustaveArther,4552,21,F,F,T
GideonZollie,4553,58,T,T,T
PalmerChance,4554,64,F,F,F
EarlieElgin,4555,75,F,T,T
LoydSherman,4556,86,T,T,F
CiceroAl,4557,90,T,F,F
BernieEverett,4558,99,T,T,F
EverettOswald,4559,41,T,F,F
HowardIvory,4560,23,F,F,F
EarlEben,4561,38,F,F,T
ElmoreSeth,4562,45,F,F,F
CurtLee,4563,77,F,T,F
CleveCarl,4564,53,T,T,F
HectorLeon,4565,94,T,F,F
NickGranville,4566,63,F,F,F
ForrestWilford,4567,84,F,T,T
ErwinWilson,4568,46,F,F,F
VanceDow,4569,66,T,T,T
JohnnyVaughn,4570,89,F,T,T
RollinAngus,4571,51,F,F,T
HamptonDominic,4572,22,F,F,T
EllsworthDewitt,4573,64,F,F,F
SterlingLeroy,4574,63,F,F,F
ElliottByron,4575,43,T,T,T
LincolnOrville,4576,75,T,T,T
ShedrickGlover,4577,77,T,F,T
EberElzie,4578,29,F,T,F
EdsonNapoleon,4579,53,F,T,F
SolWilbert,4580,99,T,F,T
SimeonOakley,4581,40,T,T,T
JimJacob,4582,39,F,F,F
AustinNeal,4583,96,T,T,T
ThaddeusArt,4584,37,F,T,T
FlorenceDuke,4585,94,F,T,T
WheelerErastus,4586,93,T,F,T
OrvilleBurrell,4587,57,T,F,F
JuniusAnnie,4588,34,F,F,F
FrankPeter,4589,75,T,F,T
BentonRoyal,4590,60,F,T,T
JamesHurley,4591,67,F,F,F
NickArmand,4592,32,F,T,F
RogersWilford,4593,71,T,F,T
GreenRussel,4594,60,F,T,T
JohnsonRay,4595,44,T,T,T
JonasNewell,4596,58,T,T,T
GranvilleSolomon,4597,62,F,T,T
FrederickTheodore,4598,98,F,T,T
WaltonEllis,4599,47,F,F,T
JeffMell,4600,97,T,T,F
MilburnJulius,4601,93,F,F,F
BillNellie,4602,19,F,T,F
LeonardSimeon,4603,23,F,F,T
CyrilWilton,4604,42,T,F,T
BradfordGuss,4605,83,F,T,F
HezekiahTillman,4606,18,F,F,T
EdwinSterling,4607,63,F,F,F
GertrudeStewart,4608,59,F,F,T
MiguelAda,4609,87,F,F,T
KelleyFelton,4610,32,T,F,F
SolomonDuncan,4611,86,F,F,F
PeterBud,4612,75,T,T,T
BlufordOlen,4613,61,F,T,F
DonnieBillie,4614,61,F,T,T
RichardEmanuel,4615,71,F,T,T
GabeOrion,4616,88,F,F,T
GussCyrus,4617,30,T,T,F
GradyGeo,4618,82,F,F,T
JackFranklyn,4619,38,T,T,T
LymanCloyd,4620,29,F,F,F
EzraOren,4621,25,T,T,F
BasilMike,4622,83,T,T,T
AloysiusCorbett,4623,82,F,T,F
IraLouie,4624,96,T,F,F
AnthonyParley,4625,45,F,T,F
GilbertSanford,4626,56,T,F,T
JulesHiram,4627,20,F,F,F
BerryDamon,4628,78,T,F,T
ErvinLora,4629,26,T,F,F
BurtonBirt,4630,75,F,T,T
OrvilleBarney,4631,61,F,T,F
HenryFelipe,4632,89,T,F,F
HamiltonBennett,4633,91,F,T,F
IrlWendell,4634,72,T,F,F
MinnieDon,4635,65,F,F,F
LeonidasElton,4636,23,T,T,T
LeoGaston,4637,78,T,F,F
NorrisPedro,4638,60,T,T,T
RollinMilford,4639,75,T,T,F
GroverGustave,4640,26,F,T,F
BentonTom,4641,72,F,T,F
LueMorton,4642,79,F,F,T
ClaranceArther,4643,87,T,F,F
TimAlf,4644,49,F,T,F
RichmondLinzy,4645,35,T,T,T
ManuelBarry,4646,42,T,F,T
JohnHenery,4647,46,T,T,T
IsiahJudson,4648,89,T,F,T
CollierLawson,4649,48,F,T,T
ElvisIsham,4650,58,T,T,F
GilesGabriel,4651,76,T,T,T
HoustonShelton,4652,73,F,T,T
HectorMurray,4653,73,F,T,T
WebsterAndres,4654,81,F,T,T
ElliottAmil,4655,74,T,F,F
JonasAsa,4656,54,F,T,T
CharlesVirgil,4657,49,F,T,T
MathiasArno,4658,70,T,T,T
VernePearley,4659,31,T,F,T
MyronHiram,4660,46,T,F,T
LincolnGuss,4661,90,F,F,T
NewmanArlie,4662,24,T,F,T
TerryBennie,4663,63,F,T,F
MatLinton,4664,64,F,F,T
GabrielMerl,4665,66,F,T,F
IvanColeman,4666,18,F,F,T
CasperEmerson,4667,31,T,F,F
MichealNolan,4668,95,T,T,F
SidGerald,4669,98,T,T,F
GabrielJoe,4670,23,T,F,T
AloysiusCleveland,4671,85,F,T,F
GregorioHelmer,4672,81,T,T,F
NellieAxel,4673,21,F,F,F
AsburyRollie,4674,38,T,T,T
SylvanusSilas,4675,64,T,T,F
HeberEgbert,4676,78,F,T,T
PearlLucien,4677,37,T,F,T
OctaveSteven,4678,45,T,F,T
HunterAudrey,4679,37,F,T,T
ArnoldOmar,4680,36,F,T,T
RudolphHowell,4681,45,T,T,T
SolomonOra,4682,28,T,F,F
OrvalAlma,4683,30,F,F,T
EphriamMyron,4684,48,T,F,F
GlennBoyd,4685,98,F,T,T
LuisBrooks,4686,25,T,F,F
LeviAron,4687,77,F,F,F
ChristopherKnute,4688,57,F,T,T
HardieSmith,4689,40,F,F,F
OdieArlington,4690,83,T,T,F
CharltonRollo,4691,91,T,T,T
ReginaldDominic,4692,30,T,F,F
GreenTony,4693,72,T,T,F
RusselOcie,4694,73,F,F,T
JonasBenjamin,4695,96,F,T,T
WilberLaurence,4696,58,F,T,F
BernardOrvis,4697,64,T,F,F
BurtonNewt,4698,71,F,T,F
HarveWestley,4699,87,T,F,T
MathewBennie,4700,20,F,T,F
CarsonErie,4701,18,T,F,T
JimmyOle,4702,90,F,T,F
ColonelJonathan,4703,33,T,T,F
ForrestCarey,4704,44,F,F,F
MerrillGail,4705,82,F,T,F
RooseveltLaura,4706,48,T,T,F
EmilElmore,4707,36,T,T,T
CamilleWood,4708,48,F,F,T
JasonShelton,4709,54,T,T,F
JessieBenjiman,4710,65,T,F,F
ChasAshby,4711,63,T,F,T
LoyByron,4712,45,F,T,F
EmmettHayes,4713,18,F,F,T
RupertBarton,4714,77,F,F,F
MinorWilbert,4715,61,T,F,F
WylieHampton,4716,55,T,F,F
AndrewRex,4717,26,T,F,F
HeberMitchell,4718,75,T,T,F
WilsonClyde,4719,24,F,F,F
WatsonJefferson,4720,87,F,T,F
MeltonElza,4721,26,F,F,T
TonyHershel,4722,76,T,T,T
MitchellDorsey,4723,24,T,T,F
WaymanCyrus,4724,75,F,T,T
JeffersonRalph,4725,77,F,T,T
GrantBirt,4726,75,F,T,F
ElmoJuluis,4727,88,F,F,T
JackPalmer,4728,47,F,F,T
WillianLionel,4729,88,F,T,T
BaxterHyrum,4730,75,F,F,F
MelvilleDean,4731,47,F,T,F
FitzhughOrval,4732,81,T,T,F
GregoryElmo,4733,51,T,T,T
AncelShelton,4734,49,T,F,T
AndersonEnrique,4735,89,T,T,T
GusHiram,4736,38,F,T,F
HarrisCletus,4737,24,F,F,T
ValentineFremont,4738,92,T,T,T
LevyLawson,4739,54,T,T,F
ErvinFleming,4740,57,T,F,F
PleasantRufus,4741,96,T,T,F
NathanielMadison,4742,60,T,T,T
VicenteEd,4743,27,T,F,T
AnastacioMatt,4744,46,F,T,F
ThadDonald,4745,95,T,T,T
SidneyElmer,4746,36,F,T,F
LucienHal,4747,28,T,T,T
AntoneRussel,4748,96,T,F,T
TroyJames,4749,58,F,F,F
JudgeAndy,4750,48,F,T,F
AbrahamMarcellus,4751,60,T,F,F
LeonardRolla,4752,27,T,T,F
JordanCarter,4753,72,T,F,F
CephusLambert,4754,86,T,T,T
MillardTommie,4755,83,T,F,T
IkeDelos,4756,66,F,F,T
FrancesEldred,4757,86,F,T,F
DanielVern,4758,92,T,F,T
ThurmanKirby,4759,51,T,F,T
HeneryMatt,4760,63,F,T,F
JoshuaWill,4761,44,F,T,F
ArlingtonJulious,4762,50,F,F,T
RexfordEly,4763,90,T,T,T
SteveGustavus,4764,74,F,F,T
JewelSherman,4765,99,F,F,F
EllaMarion,4766,29,T,T,F
ElgieArch,4767,48,F,F,F
CloydAlexander,4768,55,F,T,T
JoseNels,4769,75,F,F,F
LeviBoyd,4770,64,F,T,F
MurrayBryan,4771,89,T,F,T
BurrCora,4772,68,F,F,T
CoraMathew,4773,61,T,F,T
TalmageCliff,4774,89,T,F,F
BurleyHerbert,4775,19,F,F,T
DockWalton,4776,61,T,F,F
IsomDrury,4777,27,T,T,T
TimothyIsaiah,4778,85,T,T,T
GeneralBuck,4779,62,F,F,T
DenisNorman,4780,84,T,T,T
ClaireWeldon,4781,32,F,F,F
ColumbusRolland,4782,26,F,T,F
BradyTruman,4783,58,F,T,F
JewelAmbrose,4784,44,T,T,T
LawerenceBoyd,4785,29,T,T,T
AmbroseLorenzo,4786,56,F,F,F
GustaveSol,4787,83,F,F,F
EverettSie,4788,82,F,F,T
ArnoldMarshal,4789,74,T,T,F
CiceroDelmar,4790,56,T,T,F
MorganFate,4791,50,F,T,T
JeanMayo,4792,70,T,T,T
BirdAndrew,4793,42,F,T,T
ChristThaddeus,4794,52,T,T,F
WebbDominic,4795,45,F,T,T
OrangeTim,4796,67,T,T,T
RiceBertrand,4797,61,T,T,F
GloverBertha,4798,72,F,F,T
MaryBerton,4799,73,F,F,T
NelsonDouglas,4800,42,F,F,F
AndyWellington,4801,97,F,T,T
JimDoyle,4802,35,T,F,T
MaudeEllsworth,4803,18,T,T,T
LawyerSandy,4804,31,T,F,F
JuniousOrval,4805,23,F,F,F
MilfordObie,4806,40,F,T,F
ManleyHarlan,4807,30,T,F,T
RubenClaude,4808,90,F,F,T
EmanuelLeslie,4809,30,F,T,T
HandyNoel,4810,92,T,F,F
AngusAlonza,4811,34,F,T,T
IraIva,4812,92,T,T,F
RupertClarence,4813,42,F,T,F
LeeroyElijah,4814,97,F,F,F
TurnerTheophile,4815,85,T,T,T
FlorenceRiley,4816,56,T,T,T
HueyEarnest,4817,94,T,F,F
JudgeFord,4818,91,T,T,F
AllanLaura,4819,31,T,T,F
LuisJohn,4820,53,F,F,T
CalebAloysius,4821,20,F,F,T
SaulHamilton,4822,57,F,T,F
DavieCleave,4823,52,F,F,F
GuadalupeAllie,4824,44,F,F,T
NickEstes,4825,55,T,T,T
HezekiahAlvy,4826,43,T,T,F
LynnVicente,4827,18,F,F,T
OliveHerschel,4828,87,F,T,T
SheldonArmand,4829,90,T,F,F
AlfordTodd,4830,44,T,T,T
LoveConnie,4831,69,F,F,T
MiguelWilson,4832,20,F,T,F
BufordEnrique,4833,47,T,T,F
AbrahamLowell,4834,34,T,T,T
ChaunceyWesley,4835,86,T,F,F
GlennChalmer,4836,47,F,T,T
DickMonroe,4837,76,T,F,T
VernThurman,4838,58,T,F,F
StanislausPaul,4839,41,T,T,F
RubenSebastian,4840,76,T,T,F
JamesCurt,4841,60,T,T,F
EverttEldon,4842,89,F,T,T
AlfHarman,4843,59,F,T,T
RayEllis,4844,37,F,F,T
DudleyRex,4845,22,T,T,F
MaeMurray,4846,93,F,F,F
PatJewell,4847,68,T,F,F
MaynardRobert,4848,84,T,T,T
AlvaArden,4849,33,T,F,T
BertramHilton,4850,87,F,T,F
NewellCaleb,4851,99,T,T,T
BurleyChris,4852,65,F,F,F
GuyTravis,4853,94,T,F,T
OrangeBoyce,4854,40,T,F,T
ByronEphraim,4855,50,T,T,T
MaryJay,4856,25,F,T,T
ByronJule,4857,25,T,F,T
LewAlvis,4858,85,T,F,F
RexPerry,4859,31,T,T,T
SimZeb,4860,69,T,F,T
BuckElie,4861,94,F,T,F
GusShelby,4862,54,F,T,T
OrenRoswell,4863,94,T,T,T
HamiltonShirley,4864,48,T,F,F
TheodoreDonald,4865,69,F,T,F
DuncanMont,4866,29,F,T,T
HerbertSandy,4867,62,F,F,T
BusterBelton,4868,26,T,T,T
MinorClark,4869,58,F,T,F
VirgilPedro,4870,30,F,T,T
PorterDon,4871,98,T,F,F
HerbertElbert,4872,26,F,F,T
FelipeWayman,4873,37,F,T,T
BernardGray,4874,55,T,F,T
NicholasHugh,4875,44,T,F,F
MasonRaleigh,4876,85,F,F,F
FosterCleo,4877,85,F,F,F
IrwinOsborne,4878,69,T,T,F
WingIsom,4879,33,F,F,F
RufusCleveland,4880,96,F,F,F
AllieHardy,4881,50,T,F,T
AbelRay,4882,42,F,T,F
WinfieldVerne,4883,97,F,T,F
GussMark,4884,45,F,T,F
NobleJulious,4885,61,F,F,T
LemHorace,4886,21,T,T,T
AntonioRodney,4887,38,F,T,F
VirgleLonnie,4888,34,T,F,F
LawsonStafford,4889,90,F,F,T
AndrewFloyd,4890,33,T,T,T
BookerLorenzo,4891,24,F,T,T
LauraManley,4892,37,F,T,T
BertrandJessie,4893,65,F,F,F
RichmondHubbard,4894,49,F,F,F
ColumbusNathan,4895,79,T,T,F
EstillMarcellus,4896,29,F,F,F
LoganJoe,4897,94,F,T,F
OrieVan,4898,37,F,T,T
MurphyVivian,4899,63,F,T,F
HermanAlex,4900,72,F,F,F
LorenzoIsom,4901,41,F,F,F
FreddieKing,4902,46,T,T,F
TimothyHosea,4903,48,F,T,T
ZackNewton,4904,84,F,F,T
LucianAsbury,4905,68,F,F,F
ColonelHelmer,4906,64,T,F,F
WyattRussel,4907,20,F,F,T
WaymonHayes,4908,99,F,F,F
AlphonseJuluis,4909,91,T,F,F
FranklinBernhard,4910,21,T,F,F
ReidHollis,4911,41,T,T,F
DiamondAlan,4912,42,T,F,F
CharlesSeth,4913,74,F,F,T
BurlDuncan,4914,24,T,T,T
EdmundRaleigh,4915,41,F,T,T
HazelChauncey,4916,44,F,F,F
DonaldConley,4917,66,F,F,F
GusLavern,4918,64,F,F,F
LeonJohnnie,4919,35,T,T,F
JoelIsom,4920,83,T,F,F
DamonJustin,4921,55,F,T,F
AdelbertLee,4922,77,T,F,F
ElmerWilber,4923,45,F,T,F
IverAdolph,4924,82,T,F,T
